2.971065999999999985e+04,2.978326250000000073e+04,2.944651250000000073e+04,2.331101750000000175e+04,2.338545999999999913e+04,2.310374250000000029e+04,1.799620500000000175e+04,1.696760749999999973e+02,1.361626216254230712e+02,6.212818890577669606e+01,4.404307538697823432e+00,8.972533340595499896e-01,1.783073249999999825e+04,1.074133750000000020e+02,1.212150249999999971e+02,1.082850477008614405e+02,7.900625415358759085e+01,3.290000000000000147e-01,1.256474999999999937e+02,1.248301000000000016e+02,3.202194250000000011e+02,3.261143500000000017e+02,1.780653250000000014e+02,1.274491749999999968e+02,1.733370749999999987e+02,7.573780250000000080e+01,7.870909049076058750e+01,3.292716666666666736e+00,4.406432249999999726e+02,2.136538405822920765e+02,3.955643499999999868e+00,1.698505000000000109e+02,6.229744999999999777e+01,1.631317250000000172e+02,1.599868250000000103e+02,1.141817999999999955e+02,1.064702750000000009e+02,2.726454272855246472e+02,1.325593499999999949e+02,4.224758500000000083e+00,4.781629249999999942e+00,2.954101250000000073e+04,2.560131250000000000e+04,1.558235750000000007e+04,1.291113999999999942e+04,7.422765500000000429e+03,4.113873749999999774e+01,1.944372499999999945e+03,1.046390000000000100e+03,2.395625250000000051e+03,1.995239499999999907e+03,3.518900500000000193e+03,3.019208999999999833e+03,2.019006499999999869e+04,5.324546750000000429e+03,4.014377750000000106e+03,1.237114499999999907e+03,7.305464000000000624e+01,5.102836500000000342e+03,1.875999499999999898e+03,3.226836999999999989e+03,-9.067861500000000206e+02,3.168256249999999909e+03,4.075042500000000018e+03,-1.052503500000000031e+03,1.606840749999999935e+04,4.344093750000000000e+03,3.450610000000000127e+03,8.183677249999999503e+02,5.854768500000000131e+01,3.910785249999999905e+03,1.486202999999999975e+03,2.423211999999999989e+03,-1.020004000000000019e+03,2.596749749999999949e+03,3.616753999999999905e+03,2.599540669022481154e+00,5.052935749999999615e+00
3.085630749999999898e+04,3.094020750000000044e+04,3.065554249999999956e+04,2.375512749999999869e+04,2.383732500000000073e+04,2.360043000000000029e+04,1.839002249999999913e+04,1.713461250000000007e+02,1.377342358507577842e+02,6.198287799935749831e+01,4.391802743562819522e+00,6.561520702571044250e-01,1.825886500000000160e+04,1.084431000000000012e+02,1.240744499999999988e+02,1.093313418751688459e+02,8.013511366878492481e+01,3.290000000000000147e-01,1.282004750000000115e+02,1.275669249999999977e+02,3.274972250000000145e+02,3.340608750000000100e+02,1.816265999999999963e+02,1.298900999999999897e+02,1.793058749999999861e+02,7.212590500000000304e+01,7.484410844404833085e+01,3.873374999999999790e+00,4.581190000000000282e+02,2.081247331251882713e+02,4.102264250000000168e+00,1.718653750000000002e+02,6.212352249999999998e+01,1.648147749999999974e+02,1.613460000000000036e+02,1.160864499999999992e+02,1.070155749999999983e+02,2.766517400569259166e+02,1.337895249999999976e+02,3.738242500000000135e+00,3.794522000000000173e+00,3.081162500000000000e+04,2.682960499999999956e+04,1.624181999999999971e+04,1.345647249999999985e+04,7.847048249999999825e+03,4.347159500000000065e+01,2.030807999999999993e+03,1.071590999999999894e+03,2.622671749999999975e+03,2.078505500000000211e+03,3.584860000000000127e+03,3.044960000000000036e+03,2.087389500000000044e+04,5.615299250000000029e+03,4.157085000000000036e+03,1.388563750000000027e+03,6.965079749999999592e+01,5.280435250000000451e+03,1.943669000000000096e+03,3.336766500000000178e+03,-9.133238250000000562e+02,3.290293500000000222e+03,4.203617250000000240e+03,-1.057079749999999876e+03,1.628193750000000000e+04,4.534277250000000095e+03,3.545380250000000160e+03,9.009779750000000149e+02,5.586902249999999981e+01,3.952648000000000138e+03,1.507173999999999978e+03,2.444358999999999924e+03,-1.017917749999999955e+03,2.678974250000000211e+03,3.696891999999999825e+03,2.272754065434979154e+00,4.085435750000000255e+00
3.197167750000000160e+04,3.207468750000000000e+04,3.187364749999999913e+04,2.417284500000000116e+04,2.426849499999999898e+04,2.409859749999999985e+04,1.875467250000000058e+04,1.727576249999999902e+02,1.394926329687029352e+02,6.189073500134008299e+01,4.376524336455965170e+00,3.086928239051822120e-01,1.868953499999999985e+04,1.093006500000000045e+02,1.269600499999999954e+02,1.104802172129318336e+02,8.138181385075674257e+01,3.290000000000000147e-01,1.306643500000000131e+02,1.301724250000000040e+02,3.345762500000000159e+02,3.417431750000000079e+02,1.851169250000000090e+02,1.322596249999999998e+02,1.851497249999999894e+02,7.042492749999999546e+01,7.295690926684562783e+01,4.035308333333333941e+00,4.766343249999999898e+02,2.030955489181006897e+02,4.286233499999999808e+00,1.730658250000000180e+02,6.196952249999999651e+01,1.656476749999999925e+02,1.621983999999999924e+02,1.179690999999999974e+02,1.073957750000000004e+02,2.792760765226688591e+02,1.350320000000000107e+02,3.584483249999999899e+00,3.123575499999999838e+00,3.197096500000000015e+04,2.794613249999999971e+04,1.689727249999999913e+04,1.398613500000000022e+04,8.143695999999999913e+03,4.544302749999999946e+01,2.117784999999999854e+03,1.099530500000000075e+03,2.739613749999999982e+03,2.141323750000000018e+03,3.652119250000000193e+03,3.074127500000000055e+03,2.157152000000000044e+04,5.875082749999999578e+03,4.300200499999999920e+03,1.510734249999999975e+03,6.414791750000000548e+01,5.446096249999999600e+03,1.999739499999999907e+03,3.446356999999999971e+03,-9.210199249999999438e+02,3.427347249999999804e+03,4.348367000000000189e+03,-1.054971250000000055e+03,1.650875749999999971e+04,4.691976999999999862e+03,3.640410499999999956e+03,9.586073000000000093e+02,5.114650249999999687e+01,3.983256249999999909e+03,1.520100249999999960e+03,2.462111499999999978e+03,-1.010736750000000029e+03,2.756797999999999774e+03,3.767534749999999804e+03,2.161552666591297189e+00,3.335274249999999885e+00
3.311512999999999738e+04,3.322702249999999913e+04,3.312119750000000204e+04,2.458704499999999825e+04,2.468807749999999942e+04,2.459145500000000175e+04,1.911938249999999971e+04,1.738468000000000018e+02,1.414538629134740972e+02,6.181930038234454372e+01,4.357914247391616591e+00,-1.750807302501039900e-02,1.912115750000000116e+04,1.099760500000000008e+02,1.298938750000000084e+02,1.117201808156293623e+02,8.275002512793192011e+01,3.290000000000000147e-01,1.331641500000000065e+02,1.327669999999999959e+02,3.418164249999999811e+02,3.494841499999999996e+02,1.886944000000000017e+02,1.346819250000000068e+02,1.909556750000000136e+02,7.009808499999999754e+01,7.252781877639056063e+01,4.009408333333333019e+00,4.953282750000000192e+02,1.975921275554769636e+02,4.407263999999999626e+00,1.738841999999999928e+02,6.184141750000000570e+01,1.662206249999999841e+02,1.629105749999999944e+02,1.197579750000000018e+02,1.078486249999999984e+02,2.811778530247262324e+02,1.362768750000000182e+02,3.642250999999999905e+00,2.878136750000000355e+00,3.313017250000000058e+04,2.911428749999999854e+04,1.757221500000000015e+04,1.452545000000000073e+04,8.449090000000000146e+03,4.724617250000000013e+01,2.197375500000000102e+03,1.128902749999999969e+03,2.871566249999999854e+03,2.203999499999999898e+03,3.702734500000000025e+03,3.090913750000000164e+03,2.234011000000000058e+04,6.080979500000000371e+03,4.438197750000000269e+03,1.576483750000000100e+03,6.629812499999999886e+01,5.602994249999999738e+03,2.048953750000000127e+03,3.554040250000000015e+03,-9.089550000000000409e+02,3.584594999999999800e+03,4.493550000000000182e+03,-1.045232750000000124e+03,1.677590750000000116e+04,4.801850999999999658e+03,3.728032749999999851e+03,9.788689749999999776e+02,5.206644000000000005e+01,3.999977750000000015e+03,1.524552249999999958e+03,2.474260249999999814e+03,-9.842944499999999834e+02,2.837409749999999804e+03,3.821704499999999825e+03,2.163983546351531118e+00,3.072769500000000154e+00
3.434576249999999709e+04,3.444706749999999738e+04,3.442501750000000175e+04,2.502865499999999884e+04,2.512060250000000087e+04,2.508634749999999985e+04,1.951517499999999927e+04,1.747384000000000128e+02,1.435643631121459407e+02,6.174884947357524823e+01,4.336923167494521891e+00,-2.297338024329687034e-01,1.956111750000000029e+04,1.105967500000000001e+02,1.328285249999999849e+02,1.130205242164243060e+02,8.417894827725554308e+01,3.290000000000000147e-01,1.357487749999999949e+02,1.353920500000000118e+02,3.493176250000000209e+02,3.573694249999999784e+02,1.923941000000000088e+02,1.372220749999999896e+02,1.968117249999999956e+02,7.114498749999999916e+01,7.356829000561593546e+01,3.952841666666665699e+00,5.142052250000000413e+02,1.945170038147072376e+02,4.465155250000000464e+00,1.746335500000000138e+02,6.172570749999999862e+01,1.668358749999999873e+02,1.635862750000000005e+02,1.215501749999999959e+02,1.084579750000000047e+02,2.829189300793136681e+02,1.375074250000000120e+02,3.744849250000000129e+00,2.816845250000000078e+00,3.436683999999999651e+04,3.035045999999999913e+04,1.827620999999999913e+04,1.508953750000000036e+04,8.787834000000000742e+03,4.894471999999999667e+01,2.276907749999999851e+03,1.161159000000000106e+03,3.013315750000000207e+03,2.287507000000000062e+03,3.767606999999999971e+03,3.133077499999999873e+03,2.322791500000000087e+04,6.264582999999999629e+03,4.567072250000000167e+03,1.622856999999999971e+03,7.465352500000000191e+01,5.759422499999999673e+03,2.095870750000000044e+03,3.663552250000000186e+03,-9.061564499999999498e+02,3.734432749999999942e+03,4.640588999999999942e+03,-1.064187249999999949e+03,1.711042250000000058e+04,4.890066249999999854e+03,3.804603000000000065e+03,9.865642249999999649e+02,5.752970000000000539e+01,4.009369000000000142e+03,1.525787499999999909e+03,2.482266999999999825e+03,-9.693955750000000080e+02,2.907713000000000193e+03,3.877108749999999873e+03,2.194511278970880497e+00,2.978317000000000103e+00
3.565395249999999942e+04,3.573149749999999767e+04,3.577842500000000291e+04,2.549028499999999985e+04,2.556399000000000160e+04,2.557924250000000029e+04,1.993302500000000146e+04,1.755271250000000123e+02,1.457274278458956758e+02,6.166305765431965824e+01,4.314924153838197718e+00,-3.476450997348500827e-01,2.000396250000000146e+04,1.111852999999999980e+02,1.357378249999999866e+02,1.143438283226498555e+02,8.562905416914274781e+01,3.290000000000000147e-01,1.384009749999999883e+02,1.380552500000000009e+02,3.570772249999999985e+02,3.654162249999999972e+02,1.962066749999999900e+02,1.398688750000000027e+02,2.027838500000000010e+02,7.292474249999999358e+01,7.538404126906034719e+01,3.976133333333333741e+00,5.334593750000000227e+02,1.926416432012176756e+02,4.483611749999999674e+00,1.753494749999999840e+02,6.160817749999999648e+01,1.674875000000000114e+02,1.641925249999999892e+02,1.234368500000000068e+02,1.090870000000000033e+02,2.846207139955568550e+02,1.387015499999999975e+02,3.867384250000000190e+00,2.816193750000000051e+00,3.567773249999999825e+04,3.163881250000000000e+04,1.899797000000000116e+04,1.567020750000000044e+04,9.150480750000000626e+03,5.052823750000000302e+01,2.358878250000000207e+03,1.192558999999999969e+03,3.171065000000000055e+03,2.377449750000000222e+03,3.875869499999999789e+03,3.224467500000000200e+03,2.418762500000000000e+04,6.456981749999999920e+03,4.702430750000000444e+03,1.671631249999999909e+03,8.291975250000000131e+01,5.921166500000000269e+03,2.143391500000000178e+03,3.777775000000000091e+03,-9.118211499999999887e+02,3.878585250000000087e+03,4.790406250000000000e+03,-1.104527000000000044e+03,1.747592250000000058e+04,4.979709499999999935e+03,3.883830750000000080e+03,9.936864500000000362e+02,6.280651499999999743e+01,4.018437500000000000e+03,1.527596500000000106e+03,2.489412249999999858e+03,-9.668939500000000180e+02,2.971826750000000175e+03,3.938720749999999953e+03,2.221359428972407901e+00,2.984081000000000206e+00
3.701825499999999738e+04,3.706330750000000262e+04,3.717172750000000087e+04,2.595794250000000102e+04,2.600788249999999971e+04,2.606554249999999956e+04,2.035925500000000102e+04,1.762369500000000073e+02,1.478998993644167683e+02,6.155561461203415519e+01,4.293004437906663640e+00,-4.127358912905415012e-01,2.044485250000000087e+04,1.117159750000000003e+02,1.386458749999999895e+02,1.156783257507350413e+02,8.710065370112842231e+01,3.290000000000000147e-01,1.411107000000000085e+02,1.407661999999999978e+02,3.650551249999999754e+02,3.736363249999999994e+02,2.001146999999999991e+02,1.426046749999999861e+02,2.089051750000000141e+02,7.479103250000000003e+01,7.728766033396018997e+01,4.069808333333332584e+00,5.532441750000000411e+02,1.911934093608999206e+02,4.481800500000000298e+00,1.760169999999999959e+02,6.148049000000000319e+01,1.681282750000000021e+02,1.648157499999999800e+02,1.253895749999999936e+02,1.096844750000000062e+02,2.862976479459820780e+02,1.398100499999999897e+02,3.984285250000000111e+00,2.816470500000000321e+00,3.704359999999999854e+04,3.297539499999999680e+04,1.973825249999999869e+04,1.626414999999999964e+04,9.538736999999999171e+03,5.197177750000000174e+01,2.444261500000000069e+03,1.221297000000000025e+03,3.351140750000000025e+03,2.470066499999999905e+03,4.003628499999999804e+03,3.337680249999999887e+03,2.519811750000000029e+04,6.658199999999999818e+03,4.861762749999999869e+03,1.709834499999999935e+03,8.660311000000000092e+01,6.093514500000000226e+03,2.194001499999999851e+03,3.899512999999999920e+03,-9.315739250000000311e+02,4.021448249999999916e+03,4.953021999999999935e+03,-1.168084249999999884e+03,1.785639500000000044e+04,5.069721749999999702e+03,3.979618249999999989e+03,9.921608999999999696e+02,6.462078250000000423e+01,4.030958999999999833e+03,1.531121750000000020e+03,2.498313999999999851e+03,-9.784207499999999982e+02,3.033356499999999869e+03,4.011777000000000044e+03,2.234222583084086722e+00,2.984837500000000254e+00
3.843156749999999738e+04,3.844037249999999767e+04,3.860544499999999971e+04,2.642839250000000175e+04,2.645280749999999898e+04,2.654795249999999942e+04,2.079207500000000073e+04,1.768907250000000033e+02,1.500804795926165127e+02,6.143942745828790919e+01,4.271710711198131172e+00,-4.503151511799945994e-01,2.088685250000000087e+04,1.122032499999999970e+02,1.415769750000000045e+02,1.170240930157997354e+02,8.859730039122747769e+01,3.290000000000000147e-01,1.438752749999999878e+02,1.435285749999999894e+02,3.732356250000000273e+02,3.820386750000000120e+02,2.041111500000000092e+02,1.454137499999999932e+02,2.151982500000000016e+02,7.670938999999999908e+01,7.924402104214058795e+01,4.017299999999999649e+00,5.736700749999999971e+02,1.895409454449124667e+02,4.472423749999999920e+00,1.766455750000000080e+02,6.135153250000000469e+01,1.687452250000000049e+02,1.654801750000000027e+02,1.274291750000000008e+02,1.102234499999999997e+02,2.879238758666166405e+02,1.408055500000000109e+02,4.069830999999999754e+00,2.814933499999999977e+00,3.845811000000000058e+04,3.436948999999999796e+04,2.049958000000000175e+04,1.687286000000000058e+04,9.948057000000000698e+03,5.327927499999999839e+01,2.534998750000000200e+03,1.253081500000000005e+03,3.541543000000000120e+03,2.565154500000000098e+03,4.146923499999999876e+03,3.465335000000000036e+03,2.628045249999999942e+04,6.845840500000000247e+03,5.031515749999999571e+03,1.724816499999999905e+03,8.950812249999999892e+01,6.259660750000000007e+03,2.232685249999999996e+03,4.026975750000000062e+03,-9.543896750000000111e+02,4.170232750000000124e+03,5.124622750000000451e+03,-1.239052249999999958e+03,1.826551499999999942e+04,5.143798999999999978e+03,4.080152000000000044e+03,9.759800249999999551e+02,6.581055000000000632e+01,4.036156750000000102e+03,1.526393749999999955e+03,2.507674500000000080e+03,-9.932172749999999724e+02,3.095918250000000171e+03,4.089135499999999865e+03,2.240894440257496179e+00,2.982323500000000127e+00
3.989038999999999942e+04,3.986563500000000204e+04,4.007991749999998865e+04,2.689960250000000087e+04,2.690122000000000116e+04,2.702739749999999913e+04,2.122941749999999956e+04,1.775056500000000028e+02,1.522616068177108559e+02,6.133036284666011539e+01,4.250323888260199467e+00,-4.728077097815557850e-01,2.133155500000000029e+04,1.126607999999999947e+02,1.445311499999999967e+02,1.183800603248688930e+02,9.011618730216200390e+01,3.290000000000000147e-01,1.466954250000000002e+02,1.463442000000000007e+02,3.816150749999999903e+02,3.906300749999999766e+02,2.081945749999999862e+02,1.482896499999999946e+02,2.216744500000000073e+02,7.849666999999999462e+01,8.107460109787359670e+01,4.055416666666666892e+00,5.948151000000000295e+02,1.877416445803440013e+02,4.456196249999999637e+00,1.772443000000000097e+02,6.123516250000000127e+01,1.693460000000000036e+02,1.661136750000000006e+02,1.295353499999999940e+02,1.107120000000000033e+02,2.894487872916371884e+02,1.416950500000000090e+02,4.101153250000000305e+00,2.805337999999999887e+00,3.991801999999999680e+04,3.580639499999999680e+04,2.128252000000000044e+04,1.749565999999999985e+04,1.035910750000000007e+04,5.446325749999999744e+01,2.633098500000000058e+03,1.289967000000000098e+03,3.718837750000000142e+03,2.662741750000000138e+03,4.293579499999999825e+03,3.591937249999999949e+03,2.738904000000000087e+04,7.031392249999999876e+03,5.206694749999999658e+03,1.732467249999999922e+03,9.223025749999999334e+01,6.447847249999999804e+03,2.287266749999999774e+03,4.160580249999999978e+03,-9.778894749999999476e+02,4.326661500000000160e+03,5.304551000000000386e+03,-1.308382749999999987e+03,1.867006999999999971e+04,5.212410499999999956e+03,4.182250500000000102e+03,9.552134499999999662e+02,6.681642250000000161e+01,4.051258749999999964e+03,1.531582499999999982e+03,2.517543000000000120e+03,-1.008181000000000040e+03,3.160905249999999796e+03,4.169086500000000342e+03,2.245083116061056927e+00,2.971650499999999973e+00
4.139794000000000233e+04,4.134075499999999738e+04,4.160208000000000175e+04,2.737059000000000015e+04,2.735099750000000131e+04,2.750555250000000160e+04,2.167136999999999898e+04,1.780892749999999864e+02,1.544475667552036100e+02,6.123718814725995685e+01,4.228015122818133520e+00,-4.906537287151790938e-01,2.178043000000000029e+04,1.130943000000000040e+02,1.475254999999999939e+02,1.197486928284211558e+02,9.165983510861326522e+01,3.290000000000000147e-01,1.495716250000000116e+02,1.492146749999999997e+02,3.901938499999999976e+02,3.994161749999998960e+02,2.123646500000000117e+02,1.512456750000000056e+02,2.283415750000000060e+02,8.006234499999999343e+01,8.269088135299962516e+01,4.117333333333332845e+00,6.167363249999999653e+02,1.864747071158852521e+02,4.436066750000000170e+00,1.778089999999999975e+02,6.113798750000000126e+01,1.699212749999999801e+02,1.667076000000000136e+02,1.316948749999999961e+02,1.111635749999999945e+02,2.908324113962156616e+02,1.425157499999999970e+02,4.104592000000000240e+00,2.795107750000000113e+00,4.142664250000000175e+04,3.732018750000000000e+04,2.209080749999999898e+04,1.814069749999999840e+04,1.079931749999999920e+04,5.553786250000000280e+01,2.737006750000000011e+03,1.332078250000000025e+03,3.911351500000000215e+03,2.763344250000000102e+03,4.443405749999999898e+03,3.721091499999999996e+03,2.853862749999999869e+04,7.226853750000000218e+03,5.390750500000000102e+03,1.741509999999999991e+03,9.459297499999999559e+01,6.642154249999999593e+03,2.343058250000000044e+03,4.299095750000000407e+03,-1.009696000000000026e+03,4.480770499999999629e+03,5.490466250000000400e+03,-1.384242499999999836e+03,1.907961750000000029e+04,5.283821500000000015e+03,4.288471999999999753e+03,9.344522500000000491e+02,6.754722750000000531e+01,4.065176500000000033e+03,1.536128750000000082e+03,2.526841750000000047e+03,-1.030140249999999924e+03,3.223590000000000146e+03,4.253730499999999665e+03,2.248017848875599967e+00,2.960474249999999863e+00
